Feature	Gain	Cover	Frequency
Visa_mconsumototal	0.00583906589743537	0.00755582313419328	0.0111863711001642
mtransferencias_emitidas	0.00540675984885071	0.00991774443002516	0.00985221674876847
ctransferencias_recibidas	0.00534527791592249	0.0125139122237486	0.00810755336617406
Master_mpagospesos	0.00525778931409817	0.0129150216246297	0.00749178981937603
thomebanking	0.00502331179968995	0.00472646792653006	0.00369458128078818
ctarjeta_visa_debitos_automaticos	0.0048925114342014	0.00582329106698338	0.00779967159277504
ctarjeta_debito_trx	0.00482079804217731	0.0118886698308814	0.0184729064039409
Master_msaldopesos	0.00468002192015168	0.00540072154246021	0.00564449917898194
Visa_mpagado	0.00425466223602876	0.0104480571007947	0.00626026272577997
Master_mpagominimo	0.00419731204908083	0.00720657404137203	0.00728653530377668
Master_status	0.0041063927504895	0.0111049576510365	0.00225779967159278
mdescubierto_preacordado	0.0039609502527534	0.00503629721855566	0.00174466338259442
mpagomiscuentas	0.00386774196564641	0.0101028255658749	0.0083128078817734
mcuenta_debitos_automaticos	0.00383108544863269	0.00827292241403061	0.00810755336617406
ctarjeta_debito	0.00371224050927012	0.00436312754770289	0.0061576354679803
mtarjeta_visa_debitos_automaticos	0.00369979053804159	0.00531903782809706	0.00851806239737274
mextraccion_autoservicio	0.00357140804033326	0.0129339409412326	0.0122126436781609
ccaja_ahorro	0.00349845376112903	0.0106276489001058	0.00389983579638752
ccallcenter_trx	0.00342197683101126	0.00721701074191063	0.00236042692939245
tcallcenter	0.00340961480536994	0.00268742801367845	0.00133415435139573
cpagomiscuentas	0.00250672667982538	0.00688003310069933	0.00564449917898194
ccuenta_debitos_automaticos	0.00249119717177916	0.00665970883315943	0.00513136288998358
Visa_mpagosdolares	0.00243888402125856	0.00719697267465452	0.00564449917898194
Visa_mconsumosdolares	0.00233160108984028	0.00375395041421644	0.00554187192118227
cmobile_app_trx	0.00221404524191541	0.00130810293048977	0.00277093596059113
Master_mconsumospesos	0.00221259489636824	0.00364809671351781	0.00420771756978654
Master_fultimo_cierre	0.0022018312304233	0.00289752441413502	0.00461822660098522
Master_msaldototal	0.00219298661073767	0.00457087705790018	0.00420771756978654
mplazo_fijo_dolares	0.00204235588688969	0.0151960845954693	0.00246305418719212
ccajas_consultas	0.00198872605344283	0.0107105508096247	0.00205254515599343
cseguro_accidentes_personales	0.00186110975966477	0.00734065506410861	0.00266830870279146
matm	0.00150309047885572	0.00444414001167409	0.006876026272578
Visa_fultimo_cierre	0.0014962730964028	0.0019505044722654	0.00307881773399015
cextraccion_autoservicio	0.00145276148239245	0.0051576791783215	0.00502873563218391
mtarjeta_master_consumo	0.00140634162963112	0.00255346632434488	0.0021551724137931
Visa_Finiciomora	0.00130348458393566	0.0040908435276006	0.000923645320197044
Visa_msaldodolares	0.0012980257274676	0.00366360011145939	0.00256568144499179
Master_cconsumos	0.00123292953475962	0.00380510466630848	0.00410509031198686
ctarjeta_master	0.00118725985163356	0.000584942508224346	0.000821018062397373
ccaja_seguridad	0.00108138546594599	0.00519087375325992	0.00123152709359606
Master_mconsumototal	0.00106851205702306	0.00229100244886562	0.00266830870279146
ccajas_trx	0.000991342891639876	0.00393510349221696	0.00133415435139573
catm_trx	0.000962789223816097	0.00419130236403797	0.0028735632183908
Visa_status	0.000903412623920896	0.00479166374237677	0.00112889983579639
Visa_delinquency	0.000761381683996192	0.00240994801831992	0.00102627257799672
cinversion1	0.000758163601414184	0.00581653878526283	0.000821018062397373
tmobile_app	0.000727154207667128	0.00732142249732284	0.00112889983579639
mttarjeta_master_debitos_automaticos	0.000655874459217297	0.00261599205529914	0.00164203612479475
cplazo_fijo	0.000641808129715401	0.0020700715698604	0.000718390804597701
tpaquete7	0.000565256096974956	0.00676842653553039	0.000923645320197044
ctarjeta_visa	0.000529137900139935	0.0003923781735606	0.000513136288998358
ccajas_extracciones	0.000497100199705829	0.00325936815319939	0.000821018062397373
internet	0.000477843190468482	0.0031864604161829	0.000718390804597701
tpaquete9	0.000467650710598756	0.00352299552935803	0.000718390804597701
Master_mpagado	0.000455104544377782	0.00615745940099872	0.00123152709359606
active_quarter	0.000448711386849192	0.000145382890447048	0.000410509031198686
matm_other	0.000423931105956785	0.00218543216499915	0.00123152709359606
mcheques_emitidos	0.000403718987811701	0.00158502603663423	0.000205254515599343
mtarjeta_visa_descuentos	0.000403014038067515	0.00478444904371954	0.00153940886699507
ctarjeta_master_trx	0.00036050512450593	0.000506664768072225	0.000923645320197044
minversion1_pesos	0.000326089514783997	0.00235889818295552	0.000307881773399015
ctarjeta_master_debitos_automaticos	0.000318455111061034	0.00192519087415104	0.00061576354679803
Master_mpagosdolares	0.000245747888838566	0.000440459590525029	0.00102627257799672
Visa_madelantopesos	0.000237146573033972	0.000301381481537226	0.000923645320197044
Master_madelantopesos	0.000227936401260519	0.000386530836812909	0.00061576354679803
ccheques_depositados	0.000183116290028335	0.00297180945751129	0.000410509031198686
tpaquete1	0.000171040616427506	0.00383079118130726	0.000513136288998358
ctarjeta_visa_descuentos	0.000167592822540733	0.00109977166995279	0.00061576354679803
mcaja_ahorro_adicional	0.000160277657681849	0.00147257916541907	0.000307881773399015
Master_mconsumosdolares	0.000150736365060784	0.000360665321709604	0.000923645320197044
Visa_madelantodolares	0.000141088838145052	0.000244887059660302	0.000410509031198686
ccajeros_propios_descuentos	0.000132892719118581	0.00374922680034713	0.000513136288998358
Master_delinquency	0.000126479380528908	0.000266312377726458	0.000307881773399015
Master_msaldodolares	0.000122400111336571	0.000141156499090299	0.000205254515599343
cseguro_vivienda	0.000108528066551135	6.52703992235851e-05	0.000102627257799672
cseguro_auto	0.000105231390938887	0.00317005207326846	0.000410509031198686
minversion2	9.48101499995197e-05	0.00237753905495135	0.000307881773399015
mcheques_depositados	3.88845442558625e-05	0.000708885163929862	0.000102627257799672
cseguro_vida	2.33758809387393e-05	7.55927385843044e-05	0.000102627257799672
cforex_sell	2.27165416531373e-05	0.000495387761487393	0.000102627257799672
ccajas_depositos	2.26137554981768e-05	0.000771212005879099	0.000102627257799672
mforex_sell	1.8898376672332e-05	0.000294400477460901	0.000205254515599343
catm_trx_other	1.51669127260154e-05	0.000278946801770576	0.000718390804597701
mcajeros_propios_descuentos	4.54005363233368e-06	0.000411277601262957	0.000205254515599343
Master_cadelantosefectivo	3.42534711144069e-13	4.13689130448867e-05	0.000205254515599343
Master_madelantodolares	9.91321343888634e-14	3.0628906773618e-05	0.000102627257799672
