modelo	gan
A	9350000
A	7476666.66666667
A	10223333.3333333
A	10053333.3333333
A	10120000
A	7850000
A	11666666.6666667
A	11006666.6666667
A	10840000
A	10813333.3333333
A	10030000
A	9166666.66666667
A	9316666.66666667
A	10726666.6666667
A	7003333.33333333
A	7836666.66666667
A	11016666.6666667
A	11006666.6666667
A	9096666.66666667
A	8640000
A	7593333.33333333
A	11330000
A	8203333.33333333
A	5096666.66666667
A	6563333.33333333
A	9366666.66666667
A	10146666.6666667
A	9256666.66666667
A	7936666.66666667
A	11806666.6666667
A	7803333.33333333
A	9566666.66666667
A	9413333.33333333
A	10140000
A	9103333.33333333
A	8713333.33333333
A	9066666.66666667
A	8650000
A	8136666.66666667
A	10516666.6666667
A	9106666.66666667
A	6866666.66666667
A	11280000
A	10156666.6666667
A	7333333.33333333
A	9283333.33333333
A	8683333.33333333
A	9390000
A	9686666.66666667
A	12480000
A	10056666.6666667
A	10620000
A	9386666.66666667
A	10586666.6666667
A	11133333.3333333
A	8893333.33333333
A	11536666.6666667
A	9793333.33333333
A	7866666.66666667
A	10366666.6666667
A	10410000
A	9176666.66666667
A	8360000
A	10410000
A	10486666.6666667
A	11426666.6666667
A	9216666.66666667
A	7650000
A	10346666.6666667
A	9883333.33333333
A	9880000
A	11636666.6666667
A	10630000
A	9710000
A	11383333.3333333
A	7356666.66666667
A	8696666.66666667
A	8686666.66666667
A	11566666.6666667
A	11396666.6666667
A	13293333.3333333
A	8956666.66666667
A	8680000
A	8950000
A	11710000
A	8036666.66666667
A	10900000
A	9886666.66666667
A	9733333.33333333
A	10563333.3333333
A	9520000
A	11320000
A	9583333.33333333
A	9526666.66666667
A	7150000
A	10323333.3333333
A	8843333.33333333
A	7693333.33333333
A	9680000
A	12453333.3333333
A	10330000
A	9486666.66666667
A	12590000
A	10853333.3333333
A	8236666.66666667
A	8796666.66666667
A	11036666.6666667
A	8883333.33333333
A	9013333.33333333
A	11400000
A	11093333.3333333
A	9290000
A	8320000
A	9610000
A	9426666.66666667
A	9620000
A	8520000
A	10103333.3333333
A	8933333.33333333
A	6953333.33333333
A	10170000
A	9300000
A	9123333.33333333
A	11276666.6666667
A	10136666.6666667
A	8823333.33333333
A	8763333.33333333
A	11320000
A	8566666.66666667
A	9166666.66666667
A	8380000
A	12646666.6666667
A	13476666.6666667
A	11043333.3333333
A	8413333.33333333
A	9633333.33333333
A	10880000
A	11220000
A	9286666.66666667
A	11443333.3333333
A	8856666.66666667
A	8370000
A	10526666.6666667
A	10373333.3333333
A	9453333.33333333
A	9693333.33333333
A	10060000
A	11393333.3333333
A	10083333.3333333
A	10706666.6666667
A	10983333.3333333
A	7366666.66666667
A	6103333.33333333
A	10110000
A	10060000
A	9500000
A	9600000
A	8403333.33333333
A	9586666.66666667
A	10246666.6666667
A	8380000
A	12046666.6666667
A	11396666.6666667
A	13120000
A	9610000
A	11263333.3333333
A	9946666.66666667
A	9190000
A	8690000
A	10660000
A	11120000
A	8840000
A	8823333.33333333
A	10940000
A	9523333.33333333
A	8840000
A	9340000
A	7283333.33333333
A	11570000
A	9136666.66666667
A	10863333.3333333
A	10253333.3333333
A	13686666.6666667
A	10773333.3333333
A	8966666.66666667
A	10646666.6666667
A	8623333.33333333
A	9550000
A	8403333.33333333
A	9883333.33333333
A	11656666.6666667
A	10980000
A	11720000
A	9143333.33333333
A	8453333.33333333
A	10030000
A	10943333.3333333
A	10630000
A	1e+07
A	11306666.6666667
A	10043333.3333333
A	10786666.6666667
A	8376666.66666667
A	8293333.33333333
A	11333333.3333333
A	6336666.66666667
A	11026666.6666667
A	9800000
A	10630000
A	10366666.6666667
A	8490000
A	9716666.66666667
A	10820000
A	8940000
A	11336666.6666667
A	9176666.66666667
A	10260000
A	8266666.66666667
A	7280000
A	8723333.33333333
A	10910000
A	9786666.66666667
A	6536666.66666667
A	10080000
A	9846666.66666667
A	10020000
A	9993333.33333333
A	8816666.66666667
A	9770000
A	9690000
A	10003333.3333333
A	9123333.33333333
A	10006666.6666667
A	11606666.6666667
A	8076666.66666667
A	10433333.3333333
A	10126666.6666667
A	9606666.66666667
A	9613333.33333333
A	8143333.33333333
A	8723333.33333333
A	9186666.66666667
A	11973333.3333333
A	10173333.3333333
A	10710000
A	11850000
A	10640000
A	11430000
A	8883333.33333333
A	10560000
A	8973333.33333333
A	8706666.66666667
A	9950000
A	9640000
A	8820000
A	10426666.6666667
A	10740000
A	10410000
A	10623333.3333333
A	10860000
A	8170000
A	10430000
A	11710000
A	9546666.66666667
A	10146666.6666667
A	10006666.6666667
A	9170000
A	8720000
A	7773333.33333333
A	9136666.66666667
A	7816666.66666667
A	11376666.6666667
A	7e+06
A	10336666.6666667
A	14120000
A	11436666.6666667
A	9106666.66666667
A	10480000
A	11526666.6666667
A	10933333.3333333
A	9323333.33333333
A	7756666.66666667
A	8923333.33333333
A	9276666.66666667
A	9213333.33333333
A	10790000
A	9876666.66666667
A	11783333.3333333
A	11963333.3333333
A	10163333.3333333
A	12190000
A	9636666.66666667
A	11476666.6666667
A	10320000
A	8846666.66666667
A	10346666.6666667
A	10346666.6666667
A	8560000
A	10076666.6666667
A	9803333.33333333
A	7346666.66666667
A	12230000
A	12980000
A	10306666.6666667
A	8796666.66666667
A	12433333.3333333
A	11066666.6666667
A	10476666.6666667
A	8860000
A	10880000
A	10030000
A	10896666.6666667
A	8746666.66666667
A	8430000
A	11550000
A	10390000
A	10016666.6666667
A	9273333.33333333
A	8870000
A	10390000
A	11133333.3333333
A	10930000
A	9093333.33333333
A	7803333.33333333
A	8910000
A	11363333.3333333
A	8326666.66666667
A	7936666.66666667
A	11016666.6666667
A	10440000
A	9546666.66666667
A	7933333.33333333
A	9680000
A	11520000
A	8506666.66666667
A	10800000
A	11950000
A	10130000
A	9856666.66666667
A	8380000
A	8516666.66666667
A	7960000
A	9980000
A	7126666.66666667
A	9100000
A	8950000
A	11800000
A	8220000
A	12580000
A	10976666.6666667
A	8840000
A	9626666.66666667
A	10430000
A	7873333.33333333
A	11860000
A	10306666.6666667
A	7886666.66666667
A	5926666.66666667
A	9060000
A	10863333.3333333
A	10126666.6666667
A	10426666.6666667
A	8960000
A	10300000
A	13070000
A	10660000
A	11286666.6666667
A	9633333.33333333
A	9930000
A	13363333.3333333
A	11363333.3333333
A	9106666.66666667
A	11143333.3333333
A	11080000
A	8106666.66666667
A	10213333.3333333
A	9860000
A	9450000
A	9753333.33333333
A	9206666.66666667
A	11580000
A	10503333.3333333
A	9710000
A	12113333.3333333
A	7400000
A	9750000
A	9003333.33333333
A	9540000
A	12280000
A	10843333.3333333
A	10740000
A	9616666.66666667
A	11503333.3333333
A	11073333.3333333
A	8010000
A	11300000
A	10620000
A	10560000
A	9030000
A	10746666.6666667
A	12263333.3333333
A	10143333.3333333
A	10080000
A	12206666.6666667
A	10713333.3333333
A	8693333.33333333
A	7603333.33333333
A	9146666.66666667
A	9690000
A	7870000
A	11596666.6666667
A	10356666.6666667
A	10303333.3333333
A	11266666.6666667
A	9153333.33333333
A	13193333.3333333
A	9416666.66666667
A	7270000
A	8480000
A	12253333.3333333
A	8846666.66666667
A	7390000
A	9570000
A	10040000
A	10973333.3333333
A	11060000
A	8480000
A	8010000
A	9723333.33333333
A	11043333.3333333
A	9650000
A	8150000
A	10876666.6666667
A	12716666.6666667
A	11153333.3333333
A	12063333.3333333
A	10820000
A	12536666.6666667
A	11223333.3333333
A	10230000
A	11810000
A	10166666.6666667
A	10206666.6666667
A	11370000
A	10333333.3333333
A	10670000
A	8636666.66666667
A	10583333.3333333
A	9230000
A	10203333.3333333
A	10176666.6666667
A	9270000
A	9526666.66666667
A	10203333.3333333
A	11120000
A	8416666.66666667
A	7413333.33333333
A	9503333.33333333
A	11066666.6666667
A	9816666.66666667
A	10100000
A	9266666.66666667
A	9516666.66666667
A	8733333.33333333
A	9836666.66666667
A	10280000
A	11986666.6666667
A	9813333.33333333
A	10143333.3333333
A	9173333.33333333
A	9693333.33333333
A	9660000
A	11243333.3333333
A	8426666.66666667
A	8566666.66666667
A	12866666.6666667
A	9250000
A	10580000
A	8736666.66666667
A	8470000
A	8620000
A	8873333.33333333
A	7356666.66666667
A	11270000
A	9356666.66666667
A	11756666.6666667
A	10966666.6666667
A	9986666.66666667
A	11036666.6666667
A	10220000
A	10116666.6666667
A	11966666.6666667
A	8603333.33333333
A	9243333.33333333
A	9530000
A	8390000
A	7486666.66666667
A	8910000
A	12676666.6666667
A	12233333.3333333
A	8726666.66666667
A	12450000
A	10470000
A	9086666.66666667
A	10143333.3333333
A	11120000
A	8483333.33333333
A	10910000
A	9220000
A	9490000
A	10980000
A	9506666.66666667
A	9383333.33333333
A	9986666.66666667
A	10116666.6666667
A	10883333.3333333
A	9930000
A	12233333.3333333
A	12040000
A	10693333.3333333
A	9606666.66666667
A	9090000
A	10910000
A	8203333.33333333
A	10543333.3333333
A	8396666.66666667
A	10023333.3333333
A	7436666.66666667
A	10636666.6666667
A	10926666.6666667
A	10440000
A	10720000
A	12080000
A	7256666.66666667
A	11496666.6666667
A	10963333.3333333
A	8936666.66666667
A	8876666.66666667
A	8983333.33333333
A	7226666.66666667
A	10456666.6666667
A	8743333.33333333
A	8870000
A	11303333.3333333
A	8800000
A	11980000
A	11723333.3333333
A	8453333.33333333
A	11250000
A	9213333.33333333
A	8850000
A	10276666.6666667
A	11706666.6666667
A	8483333.33333333
A	9500000
A	9263333.33333333
A	10580000
A	8986666.66666667
A	9376666.66666667
A	9253333.33333333
A	9810000
A	10006666.6666667
A	11340000
A	9290000
A	10450000
A	10546666.6666667
A	9126666.66666667
A	10416666.6666667
A	10310000
A	8833333.33333333
A	10916666.6666667
A	10313333.3333333
A	6553333.33333333
A	11950000
A	7866666.66666667
A	11193333.3333333
A	10833333.3333333
A	10046666.6666667
A	10456666.6666667
A	9530000
A	10473333.3333333
A	10356666.6666667
A	9370000
A	10713333.3333333
A	8850000
A	8843333.33333333
A	10756666.6666667
A	10410000
A	13266666.6666667
A	10286666.6666667
A	9753333.33333333
A	7666666.66666667
A	6963333.33333333
A	10280000
A	10190000
A	9050000
A	10580000
A	8436666.66666667
A	9143333.33333333
A	11240000
A	9506666.66666667
A	8633333.33333333
A	10806666.6666667
A	11353333.3333333
A	8823333.33333333
A	10573333.3333333
A	9513333.33333333
A	10146666.6666667
A	10546666.6666667
A	9716666.66666667
A	10630000
A	11900000
A	10460000
A	11090000
A	11746666.6666667
A	10686666.6666667
A	9856666.66666667
A	10193333.3333333
A	11793333.3333333
A	10523333.3333333
A	9360000
A	8203333.33333333
A	11226666.6666667
A	7916666.66666667
A	11846666.6666667
A	10696666.6666667
A	7e+06
A	8640000
A	7953333.33333333
A	9080000
A	9626666.66666667
A	11333333.3333333
A	9720000
A	8536666.66666667
A	9073333.33333333
A	9496666.66666667
A	8313333.33333333
A	9236666.66666667
A	8730000
A	8556666.66666667
A	9286666.66666667
A	9563333.33333333
A	9560000
A	10206666.6666667
A	10860000
A	9823333.33333333
A	10593333.3333333
A	6783333.33333333
A	8670000
A	7946666.66666667
A	8986666.66666667
A	9723333.33333333
A	9846666.66666667
A	9186666.66666667
A	12600000
A	9250000
A	10186666.6666667
A	10173333.3333333
A	9266666.66666667
A	10610000
A	9500000
A	8270000
A	8116666.66666667
A	8400000
A	11780000
A	8256666.66666667
A	8793333.33333333
A	8990000
A	6826666.66666667
A	9383333.33333333
A	9580000
A	10713333.3333333
A	8866666.66666667
A	8790000
A	10610000
A	8426666.66666667
A	10826666.6666667
A	10546666.6666667
A	9816666.66666667
A	10506666.6666667
A	11096666.6666667
A	7676666.66666667
A	10363333.3333333
A	7536666.66666667
A	10850000
A	9370000
A	11576666.6666667
A	10636666.6666667
A	8193333.33333333
A	9623333.33333333
A	10036666.6666667
A	10113333.3333333
A	5426666.66666667
A	9920000
A	9380000
A	10033333.3333333
A	8203333.33333333
A	9626666.66666667
A	9383333.33333333
A	10113333.3333333
A	7076666.66666667
A	9420000
A	9643333.33333333
A	10896666.6666667
A	10030000
A	10170000
A	8356666.66666667
A	10833333.3333333
A	10316666.6666667
A	11003333.3333333
A	10540000
A	8160000
A	10470000
A	11106666.6666667
A	8523333.33333333
A	9073333.33333333
A	10773333.3333333
A	9403333.33333333
A	9006666.66666667
A	9636666.66666667
A	10833333.3333333
A	10813333.3333333
A	8486666.66666667
A	9166666.66666667
A	10690000
A	10510000
A	7396666.66666667
A	8943333.33333333
A	8396666.66666667
A	9463333.33333333
A	9893333.33333333
A	12166666.6666667
A	9640000
A	9010000
A	7486666.66666667
A	9253333.33333333
A	7946666.66666667
A	8760000
A	9520000
A	8110000
A	9396666.66666667
A	11430000
A	10780000
A	10140000
A	11776666.6666667
A	9356666.66666667
A	7826666.66666667
A	8800000
A	7370000
A	11200000
A	8923333.33333333
A	7383333.33333333
A	7850000
A	9606666.66666667
A	12716666.6666667
A	10596666.6666667
A	9236666.66666667
A	10140000
A	8316666.66666667
A	9010000
A	9560000
A	10423333.3333333
A	8350000
A	10280000
A	7230000
A	10246666.6666667
A	12813333.3333333
A	11060000
B	8120000
B	10506666.6666667
B	6796666.66666667
B	7816666.66666667
B	8376666.66666667
B	8456666.66666667
B	8546666.66666667
B	10650000
B	9236666.66666667
B	9946666.66666667
B	6446666.66666667
B	6826666.66666667
B	9713333.33333333
B	7563333.33333333
B	9396666.66666667
B	7803333.33333333
B	6813333.33333333
B	10736666.6666667
B	10036666.6666667
B	9043333.33333333
B	11050000
B	7633333.33333333
B	8306666.66666667
B	10446666.6666667
B	8786666.66666667
B	9733333.33333333
B	8773333.33333333
B	7233333.33333333
B	8860000
B	10153333.3333333
B	9836666.66666667
B	7023333.33333333
B	6130000
B	9436666.66666667
B	11516666.6666667
B	8146666.66666667
B	6390000
B	6710000
B	9546666.66666667
B	10540000
B	9046666.66666667
B	10030000
B	8056666.66666667
B	8286666.66666667
B	8826666.66666667
B	10790000
B	10106666.6666667
B	9026666.66666667
B	10183333.3333333
B	9176666.66666667
B	8706666.66666667
B	10510000
B	8800000
B	6940000
B	9993333.33333333
B	10073333.3333333
B	12576666.6666667
B	9013333.33333333
B	10910000
B	12006666.6666667
B	10140000
B	11916666.6666667
B	5606666.66666667
B	9240000
B	8800000
B	11366666.6666667
B	10113333.3333333
B	12476666.6666667
B	8423333.33333333
B	9573333.33333333
B	9430000
B	11403333.3333333
B	8900000
B	9056666.66666667
B	7686666.66666667
B	9780000
B	7730000
B	9093333.33333333
B	9216666.66666667
B	9750000
B	10396666.6666667
B	6433333.33333333
B	10730000
B	6406666.66666667
B	8720000
B	8633333.33333333
B	10393333.3333333
B	11276666.6666667
B	11130000
B	12616666.6666667
B	9503333.33333333
B	10060000
B	8583333.33333333
B	8813333.33333333
B	11503333.3333333
B	8673333.33333333
B	10193333.3333333
B	9660000
B	8743333.33333333
B	7876666.66666667
B	9143333.33333333
B	9760000
B	11546666.6666667
B	6436666.66666667
B	8850000
B	7086666.66666667
B	8023333.33333333
B	5643333.33333333
B	8820000
B	6656666.66666667
B	8213333.33333333
B	9693333.33333333
B	10210000
B	7880000
B	7973333.33333333
B	8636666.66666667
B	8750000
B	10296666.6666667
B	8593333.33333333
B	8383333.33333333
B	4950000
B	8793333.33333333
B	10230000
B	7313333.33333333
B	9973333.33333333
B	9580000
B	14396666.6666667
B	10183333.3333333
B	12716666.6666667
B	10113333.3333333
B	11813333.3333333
B	8180000
B	8563333.33333333
B	9326666.66666667
B	10240000
B	8266666.66666667
B	12220000
B	9310000
B	11803333.3333333
B	11660000
B	8696666.66666667
B	8530000
B	7686666.66666667
B	8956666.66666667
B	6933333.33333333
B	7023333.33333333
B	7820000
B	8873333.33333333
B	10536666.6666667
B	9786666.66666667
B	6600000
B	7510000
B	11306666.6666667
B	8846666.66666667
B	9693333.33333333
B	9176666.66666667
B	9600000
B	11086666.6666667
B	12496666.6666667
B	11966666.6666667
B	8553333.33333333
B	9396666.66666667
B	8993333.33333333
B	11916666.6666667
B	7813333.33333333
B	6276666.66666667
B	11003333.3333333
B	8176666.66666667
B	8440000
B	6740000
B	11540000
B	6856666.66666667
B	8770000
B	9016666.66666667
B	10436666.6666667
B	8193333.33333333
B	9160000
B	11073333.3333333
B	9190000
B	11353333.3333333
B	5333333.33333333
B	9043333.33333333
B	12493333.3333333
B	10180000
B	8190000
B	8220000
B	8240000
B	9983333.33333333
B	10193333.3333333
B	8553333.33333333
B	8510000
B	11640000
B	6533333.33333333
B	5026666.66666667
B	7656666.66666667
B	7706666.66666667
B	10273333.3333333
B	9553333.33333333
B	6493333.33333333
B	8883333.33333333
B	8460000
B	8400000
B	6183333.33333333
B	9653333.33333333
B	9243333.33333333
B	7960000
B	6530000
B	8456666.66666667
B	6966666.66666667
B	10566666.6666667
B	10783333.3333333
B	6483333.33333333
B	7230000
B	7273333.33333333
B	9420000
B	6740000
B	9500000
B	7383333.33333333
B	11680000
B	10920000
B	7460000
B	9666666.66666667
B	6936666.66666667
B	8640000
B	10430000
B	11116666.6666667
B	9423333.33333333
B	9223333.33333333
B	9730000
B	9963333.33333333
B	6683333.33333333
B	8370000
B	10163333.3333333
B	6880000
B	8733333.33333333
B	10010000
B	9250000
B	9540000
B	10990000
B	9560000
B	8373333.33333333
B	9903333.33333333
B	9233333.33333333
B	9843333.33333333
B	7690000
B	9286666.66666667
B	7630000
B	8493333.33333333
B	8796666.66666667
B	6766666.66666667
B	10233333.3333333
B	8976666.66666667
B	5106666.66666667
B	6806666.66666667
B	6470000
B	8300000
B	6520000
B	9493333.33333333
B	8100000
B	9160000
B	6490000
B	10376666.6666667
B	8400000
B	9610000
B	10086666.6666667
B	10710000
B	9236666.66666667
B	10460000
B	7486666.66666667
B	5876666.66666667
B	7363333.33333333
B	8740000
B	4773333.33333333
B	7500000
B	9793333.33333333
B	9750000
B	7760000
B	8356666.66666667
B	9086666.66666667
B	6753333.33333333
B	9630000
B	9740000
B	9996666.66666667
B	10573333.3333333
B	9016666.66666667
B	10373333.3333333
B	7950000
B	8966666.66666667
B	8620000
B	11253333.3333333
B	6343333.33333333
B	9543333.33333333
B	9613333.33333333
B	10580000
B	8973333.33333333
B	10440000
B	10060000
B	9580000
B	8630000
B	7710000
B	10993333.3333333
B	8760000
B	9826666.66666667
B	9563333.33333333
B	5833333.33333333
B	9656666.66666667
B	6573333.33333333
B	8430000
B	6233333.33333333
B	8870000
B	10100000
B	10236666.6666667
B	11823333.3333333
B	8700000
B	7983333.33333333
B	8110000
B	8543333.33333333
B	9543333.33333333
B	10736666.6666667
B	8430000
B	9356666.66666667
B	10243333.3333333
B	6926666.66666667
B	10843333.3333333
B	10396666.6666667
B	8656666.66666667
B	7370000
B	7370000
B	9683333.33333333
B	8133333.33333333
B	11126666.6666667
B	11080000
B	8530000
B	6066666.66666667
B	10993333.3333333
B	7990000
B	8463333.33333333
B	8930000
B	9986666.66666667
B	8170000
B	8736666.66666667
B	8976666.66666667
B	10763333.3333333
B	7333333.33333333
B	6923333.33333333
B	10306666.6666667
B	9280000
B	10153333.3333333
B	7850000
B	10580000
B	10550000
B	3150000
B	10230000
B	7446666.66666667
B	8196666.66666667
B	10333333.3333333
B	9393333.33333333
B	7030000
B	10816666.6666667
B	11856666.6666667
B	4506666.66666667
B	10456666.6666667
B	6933333.33333333
B	12066666.6666667
B	13540000
B	7343333.33333333
B	7133333.33333333
B	8560000
B	10653333.3333333
B	9483333.33333333
B	10930000
B	7953333.33333333
B	11756666.6666667
B	9716666.66666667
B	8956666.66666667
B	8773333.33333333
B	8530000
B	7830000
B	10143333.3333333
B	11740000
B	4693333.33333333
B	10260000
B	8263333.33333333
B	7183333.33333333
B	8540000
B	9113333.33333333
B	9446666.66666667
B	9826666.66666667
B	8543333.33333333
B	9156666.66666667
B	10953333.3333333
B	8740000
B	4996666.66666667
B	11263333.3333333
B	11386666.6666667
B	10606666.6666667
B	8976666.66666667
B	8153333.33333333
B	11246666.6666667
B	10750000
B	6980000
B	7090000
B	9963333.33333333
B	7230000
B	8943333.33333333
B	10130000
B	8620000
B	5476666.66666667
B	8936666.66666667
B	7096666.66666667
B	11666666.6666667
B	6253333.33333333
B	8800000
B	9046666.66666667
B	12680000
B	9730000
B	5356666.66666667
B	10943333.3333333
B	9173333.33333333
B	10096666.6666667
B	7546666.66666667
B	9226666.66666667
B	9326666.66666667
B	8523333.33333333
B	10740000
B	8153333.33333333
B	8260000
B	9400000
B	12410000
B	11276666.6666667
B	8810000
B	9833333.33333333
B	9330000
B	10940000
B	10026666.6666667
B	9060000
B	9396666.66666667
B	6676666.66666667
B	9960000
B	8890000
B	9706666.66666667
B	6516666.66666667
B	7800000
B	6286666.66666667
B	10923333.3333333
B	9e+06
B	8693333.33333333
B	7460000
B	10350000
B	6936666.66666667
B	8806666.66666667
B	9786666.66666667
B	11533333.3333333
B	9946666.66666667
B	7043333.33333333
B	9393333.33333333
B	9270000
B	7916666.66666667
B	10366666.6666667
B	9643333.33333333
B	10433333.3333333
B	8850000
B	7776666.66666667
B	8433333.33333333
B	8080000
B	10313333.3333333
B	6460000
B	7633333.33333333
B	7963333.33333333
B	7206666.66666667
B	6886666.66666667
B	8703333.33333333
B	7710000
B	10266666.6666667
B	10830000
B	11993333.3333333
B	10713333.3333333
B	11930000
B	6900000
B	9223333.33333333
B	8576666.66666667
B	10033333.3333333
B	8730000
B	9336666.66666667
B	9340000
B	7853333.33333333
B	9280000
B	11123333.3333333
B	7856666.66666667
B	10203333.3333333
B	11843333.3333333
B	9693333.33333333
B	7920000
B	9540000
B	11400000
B	10850000
B	8613333.33333333
B	10570000
B	10053333.3333333
B	9536666.66666667
B	8913333.33333333
B	8503333.33333333
B	8133333.33333333
B	10186666.6666667
B	11846666.6666667
B	10166666.6666667
B	10460000
B	11390000
B	8706666.66666667
B	9310000
B	11376666.6666667
B	11373333.3333333
B	9300000
B	6606666.66666667
B	7980000
B	10280000
B	10656666.6666667
B	9533333.33333333
B	8316666.66666667
B	7733333.33333333
B	11290000
B	8073333.33333333
B	11053333.3333333
B	11156666.6666667
B	10323333.3333333
B	10083333.3333333
B	9443333.33333333
B	9393333.33333333
B	11996666.6666667
B	9860000
B	8200000
B	8943333.33333333
B	6826666.66666667
B	8240000
B	9046666.66666667
B	11383333.3333333
B	9876666.66666667
B	9656666.66666667
B	10990000
B	11790000
B	8613333.33333333
B	5293333.33333333
B	4976666.66666667
B	11970000
B	7150000
B	8240000
B	11113333.3333333
B	10673333.3333333
B	10620000
B	8950000
B	9193333.33333333
B	11233333.3333333
B	7893333.33333333
B	11103333.3333333
B	9963333.33333333
B	8516666.66666667
B	8983333.33333333
B	9813333.33333333
B	4643333.33333333
B	7326666.66666667
B	11903333.3333333
B	7620000
B	8090000
B	5083333.33333333
B	6523333.33333333
B	10426666.6666667
B	7290000
B	10026666.6666667
B	8823333.33333333
B	10366666.6666667
B	7773333.33333333
B	9076666.66666667
B	6600000
B	9226666.66666667
B	9833333.33333333
B	10533333.3333333
B	9510000
B	8846666.66666667
B	10566666.6666667
B	10173333.3333333
B	11773333.3333333
B	11200000
B	8770000
B	8046666.66666667
B	7833333.33333333
B	8006666.66666667
B	11503333.3333333
B	10230000
B	8436666.66666667
B	9353333.33333333
B	4560000
B	10496666.6666667
B	9786666.66666667
B	9903333.33333333
B	7543333.33333333
B	9646666.66666667
B	10360000
B	7746666.66666667
B	10153333.3333333
B	9993333.33333333
B	11600000
B	12123333.3333333
B	9466666.66666667
B	7816666.66666667
B	5976666.66666667
B	10596666.6666667
B	7353333.33333333
B	8853333.33333333
B	9666666.66666667
B	7553333.33333333
B	12173333.3333333
B	8036666.66666667
B	11323333.3333333
B	12073333.3333333
B	7180000
B	9563333.33333333
B	6873333.33333333
