v_cp	max_depth	min_split	minbucket	ganancia_promedio
-1	6	400	5	9977333
-1	6	400	40	9855333
-1	6	400	80	9647333
-1	6	400	133	10377333
-1	6	400	200	10629333
-1	6	200	1	9414667
-1	6	200	2	10033333
-1	6	200	3	9967333
-1	6	200	4	9989333
-1	6	200	5	9976000
-1	6	200	20	9768000
-1	6	200	40	9755333
-1	6	200	66	9747333
-1	6	200	100	9820000
-1	6	100	1	9413333
-1	6	100	2	10032000
-1	6	100	3	9966000
-1	6	100	4	9985333
-1	6	100	5	9974667
-1	6	100	10	9964000
-1	6	100	20	9822000
-1	6	100	33	9946667
-1	6	100	50	9689333
-1	6	50	1	9413333
-1	6	50	2	10032000
-1	6	50	3	9966000
-1	6	50	4	9985333
-1	6	50	5	9974667
-1	6	50	10	9992000
-1	6	50	16	9872000
-1	6	50	25	10099333
-1	6	20	1	9402667
-1	6	20	2	10021333
-1	6	20	3	9884667
-1	6	20	4	9909333
-1	6	20	5	9864000
-1	6	20	6	9834667
-1	6	20	10	9871333
-1	6	10	1	9416667
-1	6	10	2	10038667
-1	6	10	3	9909333
-1	6	10	4	9932667
-1	6	10	5	9891333
-1	6	5	1	9380667
-1	6	5	2	10048000
-1	6	5	3	9916667
-1	6	5	4	9935333
-1	6	5	5	9891333
-1	6	5	0	9380667
-1	8	1000	1	9575333
-1	8	1000	2	10093333
-1	8	1000	3	10338000
-1	8	1000	4	10561333
-1	8	1000	5	10392000
-1	8	1000	100	10139333
-1	8	1000	200	10288000
-1	8	1000	333	11018667
-1	8	1000	500	10954667
-1	8	800	1	9402000
-1	8	800	2	10060667
-1	8	800	3	10215333
-1	8	800	4	10473333
-1	8	800	5	10301333
-1	8	800	80	9615333
-1	8	800	160	9974000
-1	8	800	266	10194000
-1	8	800	400	10920667
-1	8	600	1	9338667
-1	8	600	2	9974667
-1	8	600	3	10156667
-1	8	600	4	10442000
-1	8	600	5	10266667
-1	8	600	60	9580667
-1	8	600	120	10190000
-1	8	600	200	10016667
-1	8	600	300	10256000
-1	8	400	1	9337333
-1	8	400	2	9968000
-1	8	400	3	10157333
-1	8	400	4	10355333
-1	8	400	5	10176667
-1	8	400	40	8687333
-1	8	400	80	9114000
-1	8	400	133	9416000
-1	8	400	200	10039333
-1	8	200	1	9332667
-1	8	200	2	9966667
-1	8	200	3	10118000
-1	8	200	4	10314667
-1	8	200	5	10136000
-1	8	200	20	8750000
-1	8	200	40	8484000
-1	8	200	66	9003333
-1	8	200	100	8662667
-1	8	100	1	9326000
-1	8	100	2	9962000
-1	8	100	3	10113333
-1	8	100	4	10310667
-1	8	100	5	10104000
-1	8	100	10	9684000
-1	8	100	20	8841333
-1	8	100	33	8792667
-1	8	100	50	8690667
-1	8	50	1	9300667
-1	8	50	2	9986667
-1	8	50	3	10150667
-1	8	50	4	10312000
-1	8	50	5	10076667
-1	8	50	10	9756667
-1	8	50	16	9666667
-1	8	50	25	8861333
-1	8	20	1	9240000
-1	8	20	2	9912000
-1	8	20	3	10023333
-1	8	20	4	10186000
-1	8	20	5	9954000
-1	8	20	6	9926000
-1	8	20	10	9664667
-1	8	10	1	9246000
-1	8	10	2	9957333
-1	8	10	3	10084667
-1	8	10	4	10216667
-1	8	10	5	9958000
-1	8	5	1	9216000
-1	8	5	2	9980667
-1	8	5	3	10068000
-1	8	5	4	10230000
-1	8	5	5	9958000
-1	8	5	0	9216000
-1	10	1000	1	10120000
-1	10	1000	2	10162667
-1	10	1000	3	10074667
-1	10	1000	4	10287333
-1	10	1000	5	10058000
-1	10	1000	100	10049333
-1	10	1000	200	10305333
-1	10	1000	333	10938000
-1	10	1000	500	10863333
-1	10	800	1	9981333
-1	10	800	2	10094667
-1	10	800	3	10028667
-1	10	800	4	10271333
-1	10	800	5	9934000
-1	10	800	80	9396000
-1	10	800	160	10151333
-1	10	800	266	10120667
-1	10	800	400	10886000
-1	10	600	1	9670000
-1	10	600	2	9792000
-1	10	600	3	9910667
-1	10	600	4	10025333
-1	10	600	5	9680000
-1	10	600	60	8986000
-1	10	600	120	9946667
-1	10	600	200	9806667
-1	10	600	300	10167333
-1	10	400	1	9657333
-1	10	400	2	9628667
-1	10	400	3	9695333
-1	10	400	4	9826000
-1	10	400	5	9590000
-1	10	400	40	7519333
-1	10	400	80	8397333
-1	10	400	133	8629333
-1	10	400	200	9478000
-1	10	200	1	9750667
-1	10	200	2	9704667
-1	10	200	3	9698667
-1	10	200	4	9822000
-1	10	200	5	9641333
-1	10	200	20	7626667
-1	10	200	40	7147333
-1	10	200	66	8117333
-1	10	200	100	7430000
-1	10	100	1	9782667
-1	10	100	2	9729333
-1	10	100	3	9720667
-1	10	100	4	9856667
-1	10	100	5	9568000
-1	10	100	10	9168667
-1	10	100	20	7927333
-1	10	100	33	7494000
-1	10	100	50	7647333
-1	10	50	1	9841333
-1	10	50	2	9710667
-1	10	50	3	9768667
-1	10	50	4	9832667
-1	10	50	5	9625333
-1	10	50	10	9395333
-1	10	50	16	8972000
-1	10	50	25	8444667
-1	10	20	1	9713333
-1	10	20	2	9643333
-1	10	20	3	9702667
-1	10	20	4	9756000
-1	10	20	5	9406000
-1	10	20	6	9780000
-1	10	20	10	9432667
-1	10	10	1	9734000
-1	10	10	2	9725333
-1	10	10	3	9750000
-1	10	10	4	9824000
-1	10	10	5	9418667
-1	10	5	1	9674667
-1	10	5	2	9686667
-1	10	5	3	9714000
-1	10	5	4	9767333
-1	10	5	5	9418667
-1	10	5	0	9674667
-1	15	1000	1	10052000
-1	15	1000	2	8952000
-1	15	1000	3	9363333
-1	15	1000	4	9561333
-1	15	1000	5	9635333
-1	15	1000	100	9898667
-1	15	1000	200	10250667
-1	15	1000	333	10938000
-1	15	1000	500	10863333
-1	15	800	1	9784667
-1	15	800	2	8860667
-1	15	800	3	9170000
-1	15	800	4	9663333
-1	15	800	5	9578667
-1	15	800	80	9126000
-1	15	800	160	10006000
-1	15	800	266	10120667
-1	15	800	400	10886000
-1	15	600	1	9283333
-1	15	600	2	8259333
-1	15	600	3	8664667
-1	15	600	4	9148667
-1	15	600	5	9052000
-1	15	600	60	8800000
-1	15	600	120	9689333
-1	15	600	200	9752000
-1	15	600	300	10167333
-1	15	400	1	9188000
-1	15	400	2	7962000
-1	15	400	3	7898667
-1	15	400	4	8375333
-1	15	400	5	8291333
-1	15	400	40	6344000
-1	15	400	80	7816667
-1	15	400	133	8248000
-1	15	400	200	9244000
-1	15	200	1	9160667
-1	15	200	2	7880000
-1	15	200	3	7418000
-1	15	200	4	7262667
-1	15	200	5	7598000
-1	15	200	20	5673333
-1	15	200	40	5406000
-1	15	200	66	6529333
-1	15	200	100	6388667
-1	15	100	1	9160000
-1	15	100	2	7745333
-1	15	100	3	7569333
-1	15	100	4	7073333
-1	15	100	5	7181333
-1	15	100	10	6043333
-1	15	100	20	5363333
-1	15	100	33	4322000
-1	15	100	50	4835333
-1	15	50	1	9248667
-1	15	50	2	7770000
-1	15	50	3	7762667
-1	15	50	4	6907333
-1	15	50	5	7261333
-1	15	50	10	6306000
-1	15	50	16	5604667
-1	15	50	25	4837333
-1	15	20	1	9105333
-1	15	20	2	7574667
-1	15	20	3	7406000
-1	15	20	4	6688667
-1	15	20	5	6902667
-1	15	20	6	6582667
-1	15	20	10	5716667
-1	15	10	1	9150667
-1	15	10	2	7646667
-1	15	10	3	7566000
-1	15	10	4	6570000
-1	15	10	5	6853333
-1	15	5	1	9108000
-1	15	5	2	7612000
-1	15	5	3	7520000
-1	15	5	4	6570667
-1	15	5	5	6853333
-1	15	5	0	9108000
-1	20	1000	1	9934667
-1	20	1000	2	9316000
-1	20	1000	3	9204000
-1	20	1000	4	9335333
-1	20	1000	5	9204000
-1	20	1000	100	9898667
-1	20	1000	200	10250667
-1	20	1000	333	10938000
-1	20	1000	500	10863333
-1	20	800	1	9601333
-1	20	800	2	9146667
-1	20	800	3	8918667
-1	20	800	4	9323333
-1	20	800	5	9098667
-1	20	800	80	9113333
-1	20	800	160	10006000
-1	20	800	266	10120667
-1	20	800	400	10886000
-1	20	600	1	9210667
-1	20	600	2	8423333
-1	20	600	3	8634000
-1	20	600	4	8888000
-1	20	600	5	8057333
-1	20	600	60	8781333
-1	20	600	120	9689333
-1	20	600	200	9752000
-1	20	600	300	10167333
-1	20	400	1	8685333
-1	20	400	2	7598667
-1	20	400	3	7184000
-1	20	400	4	7698000
-1	20	400	5	7464000
-1	20	400	40	6101333
-1	20	400	80	7784000
-1	20	400	133	8248000
-1	20	400	200	9244000
-1	20	200	1	8755333
-1	20	200	2	7206000
-1	20	200	3	5850000
-1	20	200	4	5846667
-1	20	200	5	5876667
-1	20	200	20	5116667
-1	20	200	40	5098667
-1	20	200	66	6443333
-1	20	200	100	6300000
-1	20	100	1	8639333
-1	20	100	2	6694667
-1	20	100	3	5531333
-1	20	100	4	5202000
-1	20	100	5	4976000
-1	20	100	10	5045333
-1	20	100	20	4633333
-1	20	100	33	4064000
-1	20	100	50	4472000
-1	20	50	1	8663333
-1	20	50	2	6401333
-1	20	50	3	5480000
-1	20	50	4	4419333
-1	20	50	5	4445333
-1	20	50	10	4960667
-1	20	50	16	3999333
-1	20	50	25	4192667
-1	20	20	1	8232000
-1	20	20	2	5897333
-1	20	20	3	5185333
-1	20	20	4	3675333
-1	20	20	5	3191333
-1	20	20	6	3374667
-1	20	20	10	3744000
-1	20	10	1	8264667
-1	20	10	2	5852000
-1	20	10	3	4887333
-1	20	10	4	2994667
-1	20	10	5	2754667
-1	20	5	1	8255333
-1	20	5	2	5694000
-1	20	5	3	4686667
-1	20	5	4	2937333
-1	20	5	5	2754667
-1	20	5	0	8255333
-1	50	1000	1	NA
-1	50	1000	2	NA
-1	50	1000	3	NA
-1	50	1000	4	NA
-1	50	1000	5	NA
-1	50	1000	100	9898667
-1	50	1000	200	10250667
-1	50	1000	333	10938000
-1	50	1000	500	10863333
-1	50	800	1	NA
-1	50	800	2	NA
-1	50	800	3	NA
-1	50	800	4	NA
-1	50	800	5	NA
-1	50	800	80	9113333
-1	50	800	160	10006000
-1	50	800	266	10120667
-1	50	800	400	10886000
-1	50	600	1	NA
-1	50	600	2	NA
-1	50	600	3	NA
-1	50	600	4	NA
-1	50	600	5	NA
-1	50	600	60	8758667
-1	50	600	120	9689333
-1	50	600	200	9752000
-1	50	600	300	10167333
-1	50	400	1	NA
-1	50	400	2	NA
-1	50	400	3	NA
-1	50	400	4	NA
-1	50	400	5	NA
-1	50	400	40	6020667
-1	50	400	80	7784000
-1	50	400	133	8248000
-1	50	400	200	9244000
-1	50	200	1	NA
-1	50	200	2	NA
-1	50	200	3	NA
-1	50	200	4	NA
-1	50	200	5	NA
-1	50	200	20	4846667
-1	50	200	40	4968000
-1	50	200	66	6420667
-1	50	200	100	6300000
-1	50	100	1	NA
-1	50	100	2	NA
-1	50	100	3	NA
-1	50	100	4	NA
-1	50	100	5	NA
-1	50	100	10	NA
-1	50	100	20	4372000
-1	50	100	33	3884667
-1	50	100	50	4414000
-1	50	50	1	NA
-1	50	50	2	NA
-1	50	50	3	NA
-1	50	50	4	NA
-1	50	50	5	NA
-1	50	50	10	NA
-1	50	50	16	NA
-1	50	50	25	3884667
-1	50	20	1	NA
-1	50	20	2	NA
-1	50	20	3	NA
-1	50	20	4	NA
-1	50	20	5	NA
-1	50	20	6	NA
-1	50	20	10	NA
-1	50	10	1	NA
-1	50	10	2	NA
-1	50	10	3	NA
-1	50	10	4	NA
-1	50	10	5	NA
-1	50	5	1	NA
-1	50	5	2	NA
-1	50	5	3	NA
-1	50	5	4	NA
-1	50	5	5	NA
-1	50	5	0	NA
-1	100	1000	1	NA
-1	100	1000	2	NA
-1	100	1000	3	NA
-1	100	1000	4	NA
-1	100	1000	5	NA
-1	100	1000	100	9898667
-1	100	1000	200	10250667
-1	100	1000	333	10938000
-1	100	1000	500	10863333
-1	100	800	1	NA
-1	100	800	2	NA
-1	100	800	3	NA
-1	100	800	4	NA
-1	100	800	5	NA
-1	100	800	80	9113333
-1	100	800	160	10006000
-1	100	800	266	10120667
-1	100	800	400	10886000
-1	100	600	1	NA
-1	100	600	2	NA
-1	100	600	3	NA
-1	100	600	4	NA
-1	100	600	5	NA
-1	100	600	60	8758667
-1	100	600	120	9689333
-1	100	600	200	9752000
-1	100	600	300	10167333
-1	100	400	1	NA
-1	100	400	2	NA
-1	100	400	3	NA
-1	100	400	4	NA
-1	100	400	5	NA
-1	100	400	40	6020667
-1	100	400	80	7784000
-1	100	400	133	8248000
-1	100	400	200	9244000
-1	100	200	1	NA
-1	100	200	2	NA
-1	100	200	3	NA
-1	100	200	4	NA
-1	100	200	5	NA
-1	100	200	20	4846667
-1	100	200	40	4968000
-1	100	200	66	6420667
-1	100	200	100	6300000
-1	100	100	1	NA
-1	100	100	2	NA
-1	100	100	3	NA
-1	100	100	4	NA
-1	100	100	5	NA
-1	100	100	10	NA
-1	100	100	20	4372000
-1	100	100	33	3884667
-1	100	100	50	4414000
-1	100	50	1	NA
-1	100	50	2	NA
-1	100	50	3	NA
-1	100	50	4	NA
-1	100	50	5	NA
-1	100	50	10	NA
-1	100	50	16	NA
-1	100	50	25	3884667
-1	100	20	1	NA
-1	100	20	2	NA
-1	100	20	3	NA
-1	100	20	4	NA
-1	100	20	5	NA
-1	100	20	6	NA
-1	100	20	10	NA
-1	100	10	1	NA
-1	100	10	2	NA
-1	100	10	3	NA
-1	100	10	4	NA
-1	100	10	5	NA
-1	100	5	1	NA
-1	100	5	2	NA
-1	100	5	3	NA
-1	100	5	4	NA
-1	100	5	5	NA
-1	100	5	0	NA
-1	200	1000	1	NA
-1	200	1000	2	NA
-1	200	1000	3	NA
-1	200	1000	4	NA
-1	200	1000	5	NA
-1	200	1000	100	9898667
-1	200	1000	200	10250667
-1	200	1000	333	10938000
-1	200	1000	500	10863333
-1	200	800	1	NA
-1	200	800	2	NA
-1	200	800	3	NA
-1	200	800	4	NA
-1	200	800	5	NA
-1	200	800	80	9113333
-1	200	800	160	10006000
-1	200	800	266	10120667
-1	200	800	400	10886000
-1	200	600	1	NA
-1	200	600	2	NA
-1	200	600	3	NA
-1	200	600	4	NA
-1	200	600	5	NA
-1	200	600	60	8758667
-1	200	600	120	9689333
-1	200	600	200	9752000
-1	200	600	300	10167333
-1	200	400	1	NA
-1	200	400	2	NA
-1	200	400	3	NA
-1	200	400	4	NA
-1	200	400	5	NA
-1	200	400	40	6020667
-1	200	400	80	7784000
-1	200	400	133	8248000
-1	200	400	200	9244000
-1	200	200	1	NA
-1	200	200	2	NA
-1	200	200	3	NA
-1	200	200	4	NA
-1	200	200	5	NA
-1	200	200	20	4846667
-1	200	200	40	4968000
-1	200	200	66	6420667
-1	200	200	100	6300000
-1	200	100	1	NA
-1	200	100	2	NA
-1	200	100	3	NA
-1	200	100	4	NA
-1	200	100	5	NA
-1	200	100	10	NA
-1	200	100	20	4372000
-1	200	100	33	3884667
-1	200	100	50	4414000
-1	200	50	1	NA
-1	200	50	2	NA
-1	200	50	3	NA
-1	200	50	4	NA
-1	200	50	5	NA
-1	200	50	10	NA
-1	200	50	16	NA
-1	200	50	25	3884667
-1	200	20	1	NA
-1	200	20	2	NA
-1	200	20	3	NA
-1	200	20	4	NA
-1	200	20	5	NA
-1	200	20	6	NA
-1	200	20	10	NA
-1	200	10	1	NA
-1	200	10	2	NA
-1	200	10	3	NA
-1	200	10	4	NA
-1	200	10	5	NA
-1	200	5	1	NA
-1	200	5	2	NA
-1	200	5	3	NA
-1	200	5	4	NA
-1	200	5	5	NA
-1	200	5	0	NA
-1	500	1000	1	NA
-1	500	1000	2	NA
-1	500	1000	3	NA
-1	500	1000	4	NA
-1	500	1000	5	NA
-1	500	1000	100	9898667
-1	500	1000	200	10250667
-1	500	1000	333	10938000
-1	500	1000	500	10863333
-1	500	800	1	NA
-1	500	800	2	NA
-1	500	800	3	NA
-1	500	800	4	NA
-1	500	800	5	NA
-1	500	800	80	9113333
-1	500	800	160	10006000
-1	500	800	266	10120667
-1	500	800	400	10886000
-1	500	600	1	NA
-1	500	600	2	NA
-1	500	600	3	NA
-1	500	600	4	NA
-1	500	600	5	NA
-1	500	600	60	8758667
-1	500	600	120	9689333
-1	500	600	200	9752000
-1	500	600	300	10167333
-1	500	400	1	NA
-1	500	400	2	NA
-1	500	400	3	NA
-1	500	400	4	NA
-1	500	400	5	NA
-1	500	400	40	6020667
-1	500	400	80	7784000
-1	500	400	133	8248000
-1	500	400	200	9244000
-1	500	200	1	NA
-1	500	200	2	NA
-1	500	200	3	NA
-1	500	200	4	NA
-1	500	200	5	NA
-1	500	200	20	4846667
-1	500	200	40	4968000
-1	500	200	66	6420667
-1	500	200	100	6300000
-1	500	100	1	NA
-1	500	100	2	NA
-1	500	100	3	NA
-1	500	100	4	NA
-1	500	100	5	NA
-1	500	100	10	NA
-1	500	100	20	4372000
-1	500	100	33	3884667
-1	500	100	50	4414000
-1	500	50	1	NA
-1	500	50	2	NA
-1	500	50	3	NA
-1	500	50	4	NA
-1	500	50	5	NA
-1	500	50	10	NA
-1	500	50	16	NA
-1	500	50	25	3884667
-1	500	20	1	NA
-1	500	20	2	NA
-1	500	20	3	NA
-1	500	20	4	NA
-1	500	20	5	NA
-1	500	20	6	NA
-1	500	20	10	NA
-1	500	10	1	NA
-1	500	10	2	NA
-1	500	10	3	NA
-1	500	10	4	NA
-1	500	10	5	NA
-1	500	5	1	NA
-1	500	5	2	NA
-1	500	5	3	NA
-1	500	5	4	NA
-1	500	5	5	NA
-1	500	5	0	NA
-1	700	1000	1	NA
-1	700	1000	2	NA
-1	700	1000	3	NA
-1	700	1000	4	NA
-1	700	1000	5	NA
-1	700	1000	100	9898667
-1	700	1000	200	10250667
-1	700	1000	333	10938000
-1	700	1000	500	10863333
-1	700	800	1	NA
-1	700	800	2	NA
-1	700	800	3	NA
-1	700	800	4	NA
-1	700	800	5	NA
-1	700	800	80	9113333
-1	700	800	160	10006000
-1	700	800	266	10120667
-1	700	800	400	10886000
-1	700	600	1	NA
-1	700	600	2	NA
-1	700	600	3	NA
-1	700	600	4	NA
-1	700	600	5	NA
-1	700	600	60	8758667
-1	700	600	120	9689333
-1	700	600	200	9752000
-1	700	600	300	10167333
-1	700	400	1	NA
-1	700	400	2	NA
-1	700	400	3	NA
-1	700	400	4	NA
-1	700	400	5	NA
-1	700	400	40	6020667
-1	700	400	80	7784000
-1	700	400	133	8248000
-1	700	400	200	9244000
-1	700	200	1	NA
-1	700	200	2	NA
-1	700	200	3	NA
-1	700	200	4	NA
-1	700	200	5	NA
-1	700	200	20	4846667
-1	700	200	40	4968000
-1	700	200	66	6420667
-1	700	200	100	6300000
-1	700	100	1	NA
-1	700	100	2	NA
-1	700	100	3	NA
-1	700	100	4	NA
-1	700	100	5	NA
-1	700	100	10	NA
-1	700	100	20	4372000
-1	700	100	33	3884667
-1	700	100	50	4414000
-1	700	50	1	NA
-1	700	50	2	NA
-1	700	50	3	NA
-1	700	50	4	NA
-1	700	50	5	NA
-1	700	50	10	NA
-1	700	50	16	NA
-1	700	50	25	3884667
-1	700	20	1	NA
-1	700	20	2	NA
-1	700	20	3	NA
-1	700	20	4	NA
-1	700	20	5	NA
-1	700	20	6	NA
-1	700	20	10	NA
-1	700	10	1	NA
-1	700	10	2	NA
-1	700	10	3	NA
-1	700	10	4	NA
-1	700	10	5	NA
-1	700	5	1	NA
-1	700	5	2	NA
-1	700	5	3	NA
-1	700	5	4	NA
-1	700	5	5	NA
-1	700	5	0	NA
-1	1000	1000	1	NA
-1	1000	1000	2	NA
-1	1000	1000	3	NA
-1	1000	1000	4	NA
-1	1000	1000	5	NA
-1	1000	1000	100	9898667
-1	1000	1000	200	10250667
-1	1000	1000	333	10938000
-1	1000	1000	500	10863333
-1	1000	800	1	NA
-1	1000	800	2	NA
-1	1000	800	3	NA
-1	1000	800	4	NA
-1	1000	800	5	NA
-1	1000	800	80	9113333
-1	1000	800	160	10006000
-1	1000	800	266	10120667
-1	1000	800	400	10886000
-1	1000	600	1	NA
-1	1000	600	2	NA
-1	1000	600	3	NA
-1	1000	600	4	NA
-1	1000	600	5	NA
-1	1000	600	60	8758667
-1	1000	600	120	9689333
-1	1000	600	200	9752000
-1	1000	600	300	10167333
-1	1000	400	1	NA
-1	1000	400	2	NA
-1	1000	400	3	NA
-1	1000	400	4	NA
-1	1000	400	5	NA
-1	1000	400	40	6020667
-1	1000	400	80	7784000
-1	1000	400	133	8248000
-1	1000	400	200	9244000
-1	1000	200	1	NA
-1	1000	200	2	NA
-1	1000	200	3	NA
-1	1000	200	4	NA
-1	1000	200	5	NA
-1	1000	200	20	4846667
-1	1000	200	40	4968000
-1	1000	200	66	6420667
-1	1000	200	100	6300000
-1	1000	100	1	NA
-1	1000	100	2	NA
-1	1000	100	3	NA
-1	1000	100	4	NA
-1	1000	100	5	NA
-1	1000	100	10	NA
-1	1000	100	20	4372000
-1	1000	100	33	3884667
-1	1000	100	50	4414000
-1	1000	50	1	NA
-1	1000	50	2	NA
-1	1000	50	3	NA
-1	1000	50	4	NA
-1	1000	50	5	NA
-1	1000	50	10	NA
-1	1000	50	16	NA
-1	1000	50	25	3884667
-1	1000	20	1	NA
-1	1000	20	2	NA
-1	1000	20	3	NA
-1	1000	20	4	NA
-1	1000	20	5	NA
-1	1000	20	6	NA
-1	1000	20	10	NA
-1	1000	10	1	NA
-1	1000	10	2	NA
-1	1000	10	3	NA
-1	1000	10	4	NA
-1	1000	10	5	NA
-1	1000	5	1	NA
-1	1000	5	2	NA
-1	1000	5	3	NA
-1	1000	5	4	NA
-1	1000	5	5	NA
-1	1000	5	0	NA
-5	4	1000	1	9296000
-5	4	1000	2	9574667
-5	4	1000	3	9600000
-5	4	1000	4	9627333
-5	4	1000	5	9623333
-5	4	1000	100	9700667
-5	4	1000	200	9764000
-5	4	1000	333	9956000
-5	4	1000	500	9956000
-5	4	800	1	9296000
-5	4	800	2	9574667
-5	4	800	3	9600000
-5	4	800	4	9627333
-5	4	800	5	9623333
-5	4	800	80	9220667
-5	4	800	160	9559333
-5	4	800	266	9752667
-5	4	800	400	9938000
-5	4	600	1	9296000
-5	4	600	2	9574667
-5	4	600	3	9600000
-5	4	600	4	9616000
-5	4	600	5	9612000
-5	4	600	60	9186000
-5	4	600	120	9608000
-5	4	600	200	9695333
-5	4	600	300	9938667
-5	4	400	1	9294667
-5	4	400	2	9572667
-5	4	400	3	9597333
-5	4	400	4	9613333
-5	4	400	5	9608000
-5	4	400	40	9128000
-5	4	400	80	9158000
-5	4	400	133	9543333
-5	4	400	200	9632667
-5	4	200	1	9294667
-5	4	200	2	9572667
-5	4	200	3	9597333
-5	4	200	4	9613333
-5	4	200	5	9608000
-5	4	200	20	9503333
-5	4	200	40	9128000
-5	4	200	66	9122667
-5	4	200	100	9569333
-5	4	100	1	9294667
-5	4	100	2	9572667
-5	4	100	3	9597333
-5	4	100	4	9613333
-5	4	100	5	9608000
-5	4	100	10	9350667
-5	4	100	20	9503333
-5	4	100	33	9130000
-5	4	100	50	9138000
-5	4	50	1	9294667
-5	4	50	2	9572667
-5	4	50	3	9597333
-5	4	50	4	9613333
-5	4	50	5	9608000
-5	4	50	10	9350667
-5	4	50	16	9483333
-5	4	50	25	9336667
-5	4	20	1	9294667
-5	4	20	2	9572667
-5	4	20	3	9597333
-5	4	20	4	9613333
-5	4	20	5	9608000
-5	4	20	6	9452667
-5	4	20	10	9313333
-5	4	10	1	9296667
-5	4	10	2	9574667
-5	4	10	3	9599333
-5	4	10	4	9613333
-5	4	10	5	9609333
-5	4	5	1	9296667
-5	4	5	2	9576667
-5	4	5	3	9599333
-5	4	5	4	9614667
-5	4	5	5	9609333
-5	4	5	0	9296667
-5	6	1000	1	9433333
-5	6	1000	2	10063333
-5	6	1000	3	10125333
-5	6	1000	4	10135333
-5	6	1000	5	10083333
-5	6	1000	100	10318000
-5	6	1000	200	10384000
-5	6	1000	333	10554000
-5	6	1000	500	10646000
-5	6	800	1	9433333
-5	6	800	2	10056667
-5	6	800	3	9998667
-5	6	800	4	10008667
-5	6	800	5	10005333
-5	6	800	80	9947333
-5	6	800	160	10246667
-5	6	800	266	10283333
-5	6	800	400	10574000
-5	6	600	1	9413333
-5	6	600	2	10033333
-5	6	600	3	9972667
-5	6	600	4	9995333
-5	6	600	5	9984000
-5	6	600	60	10069333
-5	6	600	120	10453333
-5	6	600	200	10659333
-5	6	600	300	10461333
-5	6	400	1	9412000
-5	6	400	2	10030667
-5	6	400	3	9968667
-5	6	400	4	9990667
-5	6	400	5	9977333
-5	6	400	40	9855333
-5	6	400	80	9647333
-5	6	400	133	10377333
-5	6	400	200	10629333
-5	6	200	1	9414667
-5	6	200	2	10033333
-5	6	200	3	9967333
-5	6	200	4	9989333
-5	6	200	5	9976000
-5	6	200	20	9768000
-5	6	200	40	9755333
-5	6	200	66	9747333
-5	6	200	100	9820000
-5	6	100	1	9413333
-5	6	100	2	10032000
-5	6	100	3	9966000
-5	6	100	4	9985333
-5	6	100	5	9974667
-5	6	100	10	9964000
-5	6	100	20	9822000
-5	6	100	33	9946667
-5	6	100	50	9689333
-5	6	50	1	9413333
-5	6	50	2	10032000
-5	6	50	3	9966000
-5	6	50	4	9985333
-5	6	50	5	9974667
-5	6	50	10	9992000
-5	6	50	16	9872000
-5	6	50	25	10099333
-5	6	20	1	9402667
-5	6	20	2	10021333
-5	6	20	3	9884667
-5	6	20	4	9909333
-5	6	20	5	9864000
-5	6	20	6	9834667
-5	6	20	10	9871333
-5	6	10	1	9416667
-5	6	10	2	10038667
-5	6	10	3	9909333
-5	6	10	4	9932667
-5	6	10	5	9891333
-5	6	5	1	9380667
-5	6	5	2	10048000
-5	6	5	3	9916667
-5	6	5	4	9935333
-5	6	5	5	9891333
-5	6	5	0	9380667
-5	8	1000	1	9575333
-5	8	1000	2	10093333
-5	8	1000	3	10338000
-5	8	1000	4	10561333
-5	8	1000	5	10392000
-5	8	1000	100	10139333
-5	8	1000	200	10288000
-5	8	1000	333	11018667
-5	8	1000	500	10954667
-5	8	800	1	9402000
-5	8	800	2	10060667
-5	8	800	3	10215333
-5	8	800	4	10473333
-5	8	800	5	10301333
-5	8	800	80	9615333
-5	8	800	160	9974000
-5	8	800	266	10194000
-5	8	800	400	10920667
-5	8	600	1	9338667
-5	8	600	2	9974667
-5	8	600	3	10156667
-5	8	600	4	10442000
-5	8	600	5	10266667
-5	8	600	60	9580667
-5	8	600	120	10190000
-5	8	600	200	10016667
-5	8	600	300	10256000
-5	8	400	1	9337333
-5	8	400	2	9968000
-5	8	400	3	10157333
-5	8	400	4	10355333
-5	8	400	5	10176667
-5	8	400	40	8687333
-5	8	400	80	9114000
-5	8	400	133	9416000
-5	8	400	200	10039333
-5	8	200	1	9332667
-5	8	200	2	9966667
-5	8	200	3	10118000
-5	8	200	4	10314667
-5	8	200	5	10136000
-5	8	200	20	8750000
-5	8	200	40	8484000
-5	8	200	66	9003333
-5	8	200	100	8662667
-5	8	100	1	9326000
-5	8	100	2	9962000
-5	8	100	3	10113333
-5	8	100	4	10310667
-5	8	100	5	10104000
-5	8	100	10	9684000
-5	8	100	20	8841333
-5	8	100	33	8792667
-5	8	100	50	8690667
-5	8	50	1	9300667
-5	8	50	2	9986667
-5	8	50	3	10150667
-5	8	50	4	10312000
-5	8	50	5	10076667
-5	8	50	10	9756667
-5	8	50	16	9666667
-5	8	50	25	8861333
-5	8	20	1	9240000
-5	8	20	2	9912000
-5	8	20	3	10023333
-5	8	20	4	10186000
-5	8	20	5	9954000
-5	8	20	6	9926000
-5	8	20	10	9664667
-5	8	10	1	9246000
-5	8	10	2	9957333
-5	8	10	3	10084667
-5	8	10	4	10216667
-5	8	10	5	9958000
-5	8	5	1	9216000
-5	8	5	2	9980667
